,subject,activitylabel,"angle(tBodyAccJerkMean),gravityMean)","angle(tBodyAccMean,gravity)","angle(tBodyGyroJerkMean,gravityMean)","angle(tBodyGyroMean,gravityMean)","angle(X,gravityMean)","angle(Y,gravityMean)","angle(Z,gravityMean)",fBodyAcc-mean()-X,fBodyAcc-mean()-Y,fBodyAcc-mean()-Z,fBodyAcc-meanFreq()-X,fBodyAcc-meanFreq()-Y,fBodyAcc-meanFreq()-Z,fBodyAccJerk-mean()-X,fBodyAccJerk-mean()-Y,fBodyAccJerk-mean()-Z,fBodyAccJerk-meanFreq()-X,fBodyAccJerk-meanFreq()-Y,fBodyAccJerk-meanFreq()-Z,fBodyAccMag-mean(),fBodyAccMag-meanFreq(),fBodyBodyAccJerkMag-mean(),fBodyBodyAccJerkMag-meanFreq(),fBodyBodyGyroJerkMag-mean(),fBodyBodyGyroJerkMag-meanFreq(),fBodyBodyGyroMag-mean(),fBodyBodyGyroMag-meanFreq(),fBodyGyro-mean()-X,fBodyGyro-mean()-Y,fBodyGyro-mean()-Z,fBodyGyro-meanFreq()-X,fBodyGyro-meanFreq()-Y,fBodyGyro-meanFreq()-Z,tBodyAcc-mean()-X,tBodyAcc-mean()-Y,tBodyAcc-mean()-Z,tBodyAccJerk-mean()-X,tBodyAccJerk-mean()-Y,tBodyAccJerk-mean()-Z,tBodyAccJerkMag-mean(),tBodyAccMag-mean(),tBodyGyro-mean()-X,tBodyGyro-mean()-Y,tBodyGyro-mean()-Z,tBodyGyroJerk-mean()-X,tBodyGyroJerk-mean()-Y,tBodyGyroJerk-mean()-Z,tBodyGyroJerkMag-mean(),tBodyGyroMag-mean(),tGravityAcc-mean()-X,tGravityAcc-mean()-Y,tGravityAcc-mean()-Z,tGravityAccMag-mean(),fBodyAcc-std()-X,fBodyAcc-std()-Y,fBodyAcc-std()-Z,fBodyAccJerk-std()-X,fBodyAccJerk-std()-Y,fBodyAccJerk-std()-Z,fBodyAccMag-std(),fBodyBodyAccJerkMag-std(),fBodyBodyGyroJerkMag-std(),fBodyBodyGyroMag-std(),fBodyGyro-std()-X,fBodyGyro-std()-Y,fBodyGyro-std()-Z,tBodyAcc-std()-X,tBodyAcc-std()-Y,tBodyAcc-std()-Z,tBodyAccJerk-std()-X,tBodyAccJerk-std()-Y,tBodyAccJerk-std()-Z,tBodyAccJerkMag-std(),tBodyAccMag-std(),tBodyGyro-std()-X,tBodyGyro-std()-Y,tBodyGyro-std()-Z,tBodyGyroJerk-std()-X,tBodyGyroJerk-std()-Y,tBodyGyroJerk-std()-Z,tBodyGyroJerkMag-std(),tBodyGyroMag-std(),tGravityAcc-std()-X,tGravityAcc-std()-Y,tGravityAcc-std()-Z,tGravityAccMag-std()
45,8,STANDING,-0.9573463983,-0.9545967448,-0.9528484969,-0.289905959,-0.6389710966,-0.1095352712,-0.9915164304,-0.9777236428,-0.9885426183,-0.97858173,-0.9844657444,-0.9873995165,-0.9998939,-0.9998982213,-0.9995676126,-0.9995616189,-0.9996500174,-0.359165811,-0.9977283735,-0.9992585435,-0.0979392025,-0.9876902172,-0.9589041141,-0.9182939137,-0.9882264587,-0.960472712,0.9808873669,0.9750591537,-0.98545825,-0.9996971746,-0.9992384796,-0.999258778,0.1074768974,0.0180459888,-0.0911340136,-0.1937535762,-0.9537628841,-0.9371871852,0.2097636386,-0.0888862148,-0.8607520057,-0.9253328293,0.1560253113,0.0490778122,-0.3170721001,-0.302032685,-0.0148113067,0.2796209861,-0.9888154181,-0.1061149968,-0.9384794291,-0.9260652552,-0.9902522369,-0.0518709679,0.084476254,0.0199224479,-0.9994753339,-0.9996065844,-0.9997446146,-0.7473945521,-0.7120669052,-0.8888888888,-0.9852873113,-0.9912345772,-0.9863641689,-0.9990071494,-0.9994645791,-0.9994884824,-0.9987819487,-0.9997838019,-0.9996588374,-0.9696774359,-0.9993554217,-0.4444390569,0.8849154956,-0.9840122424,0.1675366916,0.1949074521,0.2262615571,0.0934983157,-0.1309652946,0.234871223,-0.0280117634,0.8045975813,-0.097757576,0.2598528313
46,8,WALKING,-0.3380059025,-0.3844715556,-0.0031024382,-0.1062795114,-0.4859531708,-0.1777894928,-0.0371167804,-0.5935561027,-0.3050110969,0.3158835365,-0.4044825094,-0.1705442556,-0.9803584048,-0.7265681621,-0.7593815221,-0.6474333373,-0.9082663829,-0.454350538,-0.804045479,-0.1030915997,-0.186267837,-0.9747520502,-0.9567815056,-0.9566401048,-0.9754856838,-0.957402869,0.1620829977,0.3493121595,-0.0542912734,-0.7196750846,-0.2283584339,-0.7819672665,-0.1700899652,0.1802319236,-0.0411924153,0.0748100398,0.0516786278,-0.1804072826,0.1061139375,-0.109921972,-0.225331314,-0.4613977246,-0.2661745781,0.3370950493,0.127185849,0.1078466786,-0.0186628865,0.27468631,-0.173605736,-0.1072520908,0.3807820527,-0.1420885318,-0.2072590995,0.009003716,-0.020593207,-0.008257222,-0.3995573132,-0.7916982092,-0.9319737223,0.4926978985,-0.743279566,-0.3513888906,-0.4500533391,-0.76082394,-0.5776502427,-0.6608999106,-0.0452016575,-0.525317129,0.0471820015,-0.8973899246,-0.7655058821,-0.1020630538,-0.6984123604,-0.0438380736,0.7714510092,-0.9173926363,0.1448673751,-0.0149846271,-0.040935658,-0.13223868,0.1260419008,-0.0167595108,-0.0957917905,0.1951625568,-0.1358864314,0.3624942972
47,8,WALKING_DOWNSTAIRS,-0.095418475,-0.3044122509,0.0993429744,-0.1398410261,-0.4472829028,-0.554449105,-0.0753893086,-0.339437568,0.3260791497,0.2739437918,-0.0846674187,0.4461810143,-0.9371920724,-0.5406631192,0.1819893053,-0.4788885511,-0.8926317205,-0.7720721863,-0.56724953,-0.0951486236,-0.141817935,-0.9457665616,-0.9415809345,-0.8971900126,-0.9457289495,-0.9412927624,0.0112759978,0.0722949569,0.2906065024,-0.2043686413,-0.1494901504,-0.4949223626,0.0024702127,-0.1626778231,-0.103863205,-0.2624988371,0.1765993118,0.1313378672,-0.0618903013,-0.0308138852,-0.3129355386,-0.1056588458,-0.2784035971,0.3137316832,0.073175153,0.0833277251,-0.0211058675,0.2834840892,0.0241393474,-0.1075981354,0.3438262731,0.1337170395,-0.0663849588,-0.3220512527,0.2361608789,-0.163516342,-0.6543292518,-0.7182563692,-0.9055561095,0.7560275134,-0.7079796226,-0.6561403507,-0.1960972623,-0.6657345584,-0.5583182084,-0.4440406247,-0.3399743107,-0.1500765743,-0.2696892038,-0.7363869534,0.0828768538,-0.1307404452,-0.4981053018,-0.2062538789,0.7722166895,-0.9414185534,0.325860528,0.0261394946,-0.0706385725,-0.0457554935,0.0347387972,0.0409143773,-0.0500760173,0.1754817967,-0.034928349,0.2768236862
48,8,WALKING_UPSTARS,-0.1890002172,-0.1326120427,0.166447991,-0.2361566068,-0.5671624944,-0.2317376672,-0.0804761777,-0.3554844319,-0.1797996543,-0.0700821464,-0.5082483168,-0.0943214966,-0.9529146583,-0.8031783154,-0.5314145047,-0.6522837278,-0.9180565678,-0.5242968865,-0.8260017234,-0.4808400968,-0.1923069606,-0.9266732878,-0.9310320685,-0.8761689305,-0.9273399941,-0.9337616249,0.2725440525,0.4305625706,-0.1321499561,-0.6609250529,-0.4995701127,-0.8355537751,-0.2267750463,0.2625456845,-0.0729175088,-0.1684015596,0.1210266292,-0.2272002542,-0.0095972349,-0.3718985181,-0.0949633554,-0.3296189268,-0.2556829869,0.3948627084,0.2083668467,-0.0185818013,-0.0282415136,0.258880152,-0.1717121746,-0.11512212,0.3487687332,0.1211872788,-0.2161007649,0.0843498674,-0.0996045657,0.1215217854,-0.8034401593,-0.8042203149,-0.9266087585,0.5070714598,-0.7466561724,-0.8227642254,-0.554396502,-0.741376089,-0.6088854849,-0.4425705583,-0.7096584129,-0.4727521476,-0.6407704249,-0.8949523983,-0.5202766951,-0.2402607617,-0.7432235588,0.0938868951,0.6401485983,-0.8536717644,0.1922098105,0.0578368312,-0.0518555771,-0.0322171784,0.0076442927,0.0221200405,-0.2042053561,-0.1634857182,-0.1554456741,0.1408008915
49,9,LAYING,-0.909709609,-0.941556967,-0.9071250998,-0.2128958149,-0.5178450385,-0.1315388812,-0.993666831,-0.9954971712,-0.955914303,-0.966634136,-0.9597147176,-0.9603965374,-0.9998529008,-0.9990423394,-0.9985911244,-0.9935437332,-0.9988861882,-0.6875160492,-0.9983176608,-0.99853189,0.9578730416,-0.9218210626,-0.9699944882,-0.9712046902,-0.9239076792,-0.9703689336,0.9682498544,0.9435073662,-0.9631139004,-0.9986962104,-0.998579785,-0.9979136052,0.1655224351,0.0532336822,0.2676263789,0.0523371703,-0.9308684376,-0.9151268002,0.4450513952,-0.1561895309,-0.8221405738,-0.921723524,0.1921671544,0.069587286,-0.0535141751,-0.2481174536,-0.0205268217,0.2591955368,-0.94233309,-0.1075497214,-0.9162927764,-0.9407072854,-0.94676803,0.0577755236,0.1120500727,-0.1023076855,-0.9966335456,-0.9971911638,-0.9989271352,-0.6114763634,-0.9212903224,-0.9360000002,-0.9606900784,-0.9842583504,-0.9794936724,-0.996498443,-0.9992093038,-0.9991964888,-0.9988649692,-0.9991895606,-0.9981899952,-0.930297921,-0.9954637134,-0.113796062,-0.9659073306,-0.8038625418,0.06797254,0.0042430684,0.145205683,-0.0814333461,0.0202859577,0.0539123217,-0.1589029198,0.80494439,-0.1038466798,0.2663309339
50,9,SIITING,-0.9229594832,-0.9253014512,-0.9032355368,-0.3407950782,-0.6660534592,-0.0463969827,-0.9739969808,-0.9481030332,-0.9585220354,-0.9585229866,-0.9649413418,-0.958128316,-0.9998933196,-0.9991107534,-0.9971930172,-0.996376898,-0.9993864682,-0.4004097095,-0.998209614,-0.997334301,0.0852630991,-0.9552804062,-0.94645197,-0.8858541124,-0.9557381896,-0.948829247,0.9639067956,0.953522055,-0.963945479,-0.9982678018,-0.9976330344,-0.998112274,0.0383982508,0.0641435803,0.165923982,0.0188184165,-0.8933617176,-0.8637564342,0.1287934841,-0.0130890945,-0.8543906836,-0.9023691286,0.1928262973,-0.0088556398,-0.2968710104,-0.1531253514,-0.027016777,0.2483267435,-0.9572277914,-0.0753784689,-0.875141405,-0.8320018727,-0.9616477008,0.0211144134,0.066523233,0.0062099364,-0.9988667616,-0.9986137602,-0.999434627,-0.5041879353,-0.6374193546,-0.862666667,-0.9683484244,-0.9883990642,-0.9829009294,-0.9948144646,-0.9980358942,-0.9988895726,-0.9973666122,-0.9994446818,-0.9973990882,-0.950315237,-0.996911872,-0.4322111609,0.7947658904,-0.9619360178,0.248770756,0.0390846811,0.2686456304,-0.1648850446,0.0748283522,0.0077127233,-0.0414271181,0.7779774424,-0.0930708106,0.0952463548
51,9,STANDING,-0.923317472,-0.9548458396,-0.9210302231,-0.1647152884,-0.5161579551,-0.2422624945,-0.9939387991,-0.9914053789,-0.9639411956,-0.9682345796,-0.9725887487,-0.9644013571,-0.9999050371,-0.99897415,-0.9985459207,-0.9992216453,-0.99869973,-0.3309631831,-0.9986062538,-0.9975638144,0.0091476924,-0.9891031604,-0.9725738676,-0.9322452951,-0.9893668484,-0.9728340078,0.971540294,0.9670020442,-0.969178822,-0.9987190822,-0.9975497111,-0.9987774842,0.1072201662,0.040915166,0.309695735,0.0790481374,-0.9451674824,-0.9361050104,0.1589496357,0.0593855933,-0.825916536,-0.9171758951,0.1416220007,0.0788672878,-0.1110620494,-0.1661428467,-0.0200454954,0.2823100573,-0.9757412524,-0.0952747481,-0.9386357593,-0.9192958058,-0.980558838,0.0902328292,0.0460832011,-0.0233493447,-0.997089056,-0.9972581149,-0.999029476,-0.6162489242,-0.572759857,-0.9274074071,-0.9748426891,-0.9883485931,-0.9750733053,-0.9971033667,-0.9978199802,-0.9988439176,-0.9971777791,-0.9996359398,-0.9982659769,-0.9169744376,-0.9976665678,-0.5297404364,0.8940743951,-0.9964961367,0.1570136708,0.0878570851,0.2863074638,-0.0605748601,0.01229841,0.1342564072,-0.0608101583,0.7892396187,-0.095897704,0.0542170111
52,9,WALKING,-0.5262853475,-0.4889246399,-0.2945422668,-0.1518234795,-0.5097788655,-0.4866728798,-0.6732989262,-0.5460796096,-0.4261108682,-0.2283804735,-0.4191043629,-0.1279513912,-0.972322789,-0.6113403085,-0.8193466567,-0.6988088627,-0.9232643396,-0.1011698119,-0.8540286106,-0.6967915315,-0.1158561211,-0.9809719737,-0.9712424231,-0.9555239956,-0.9811916677,-0.9717128725,0.4986460854,0.3747157035,-0.1967650406,-0.6742933469,-0.7308587781,-0.8178237902,-0.0492031949,-0.1128927159,0.052976539,0.1566730644,-0.0980840496,-0.37942877,0.0897068604,-0.0795973109,-0.4720048035,-0.5670663877,-0.3540558338,0.3548687645,0.1584248325,0.1464442285,-0.0180891971,0.2785028421,-0.2383535627,-0.1108205123,-0.2016969608,-0.0579636469,-0.2740198346,-0.2115018707,0.3350531067,-0.2777107852,-0.883322816,-0.9051048252,-0.9308201862,0.4729120019,-0.7307692269,-0.4307692313,-0.4434689613,-0.7774715135,-0.72441716,-0.8397320119,-0.6980970648,-0.8259965669,-0.6420739356,-0.9388932683,-0.7926674471,-0.383676121,-0.6610988762,-0.5241324429,0.8697344552,-0.9934374546,0.1562072688,0.0047980596,0.2247782907,-0.1350863418,0.0886217908,-0.024378774,-0.0625598711,0.2446369068,-0.0809204094,-0.0064358891
53,9,WALKING_DOWNSTAIRS,-0.3648397452,-0.4920441477,-0.1689214006,0.0259912707,-0.3035401368,-0.4759047847,-0.6657350664,-0.4574028275,-0.0478644633,-0.3559818214,-0.4253774083,0.141167545,-0.9696097986,-0.408227254,-0.6785902962,-0.2428023651,-0.8951687669,-0.614608556,-0.7459785045,-0.777287351,-0.0822761749,-0.9521412207,-0.9363065588,-0.8766412974,-0.9537547017,-0.93777135,0.4080190075,0.379324966,-0.1617476454,-0.4723224807,-0.7487675676,-0.7701315017,0.1491842921,-0.0995188259,0.1533056398,0.177967552,0.1458863579,0.2651201314,0.1894312017,-0.0755869425,-0.4005909855,-0.5238401379,-0.0431161953,0.2341579102,0.0527824638,0.2891443545,-0.0203994269,0.295923445,0.2133922705,-0.0910278794,-0.2083107055,-0.0077153004,0.1183350104,-0.0885817748,0.0482290971,-0.030225772,-0.9025953857,-0.8917246414,-0.9160719143,0.574285844,-0.7496159717,-0.7174603155,-0.5034954538,-0.6907825802,-0.7772460293,-0.7476456629,-0.8321717169,-0.8437767224,-0.7760875681,-0.9163940636,-0.6322199952,-0.3250428909,-0.5212290534,-0.643241139,0.8346200252,-0.9960285638,0.0771798175,-0.1000270007,0.1392595157,-0.444364315,0.2579505465,0.1675458426,-0.0712598843,0.2127975992,-0.0945912024,0.0279766923
54,9,WALKING_UPSTARS,-0.4497117196,-0.0294827147,-0.083323449,0.0639090328,-0.286624462,-0.1052106788,-0.7476896186,-0.7000321167,-0.4203264024,-0.5901129165,-0.6778310829,-0.2556125955,-0.9803716149,-0.7250216845,-0.8792606441,-0.7857871751,-0.9411237276,-0.5388727711,-0.9321070059,-0.8975343598,-0.2660098669,-0.9543835571,-0.9013173216,-0.8940710788,-0.9544356078,-0.9041714027,0.7243867784,0.6195642186,-0.4478294402,-0.7714236982,-0.909556332,-0.9318307067,-0.0994673305,-0.0176536985,0.0673777493,0.2339747908,-0.2607275814,-0.4002220371,0.0049902336,-0.1987487413,-0.4180125869,-0.6014975937,0.033048378,-0.0877540652,-0.1071890859,0.1697792217,-0.01951011,0.2624364757,-0.3614443776,-0.125219004,-0.3022062038,-0.2534340835,-0.4021544094,0.249467606,-0.0329338441,-0.0401468312,-0.9005424776,-0.9383350771,-0.9594336182,0.3267040905,-0.6761026978,-0.9319727861,-0.7110152802,-0.8090064843,-0.8604014302,-0.8966561157,-0.9028559484,-0.9530067249,-0.8776955473,-0.9835543753,-0.8656955141,-0.3139416313,-0.8826499827,-0.1043867557,0.7456935633,-0.9763450373,0.1332154425,-0.0575650896,0.2927544311,-0.2090490328,0.1466615059,-0.0068760174,-0.041258791,0.3000564147,-0.0684689593,0.1616366512
55,10,LAYING,-0.9340318062,-0.946931859,-0.9375909988,-0.3773664841,-0.6609423564,-0.4005289703,-0.9911443148,-0.9923764655,-0.9707051784,-0.9681206922,-0.9785823391,-0.9749929431,-0.9998357555,-0.9994747078,-0.9991139731,-0.9972808793,-0.9988329322,-0.6497963034,-0.9963936845,-0.9976901093,-0.0311216241,-0.9545319419,-0.966701156,-0.9630456424,-0.9554309871,-0.9667553803,0.9697039976,0.9691010988,-0.9764873757,-0.9992709469,-0.9978704067,-0.9987050948,0.1559538486,0.0776129488,-0.0031188784,0.2299101284,-0.9567818197,-0.9403016545,0.2341301886,-0.0741112611,-0.8435423088,-0.9253109983,0.133365309,0.2005160185,-0.3617969114,-0.2457831526,-0.0242944841,0.2802305741,-0.968283685,-0.1171686424,-0.9464543021,-0.9594714864,-0.9713603009,-0.1900387074,0.1163250317,-0.1247083653,-0.9982337602,-0.9977508207,-0.9990740321,-0.7772393038,-0.7319243609,-0.6678160921,-0.9812544305,-0.987597716,-0.9844961626,-0.9983211303,-0.9988518088,-0.9971114453,-0.998627766,-0.9990130848,-0.9984303486,-0.9537939121,-0.9984692216,-0.1711331,-0.9940743624,0.3359658122,0.1568673663,0.186888001,0.2672743273,0.195823928,-0.1776209983,0.2207255631,-0.0770325657,0.817807286,-0.1003082544,0.206113235
56,10,SIITING,-0.9675899339,-0.9138247823,-0.9442020437,-0.4117737072,-0.6823044419,-0.269132023,-0.9784187448,-0.9970573161,-0.986631485,-0.9820455911,-0.98911086,-0.9868815822,-0.9999772113,-0.9998196144,-0.9997018352,-0.9992873774,-0.9998540841,-0.6563548027,-0.9992189778,-0.9993085965,0.2025345729,-0.9731283541,-0.9356900065,-0.9668985206,-0.9740694609,-0.9385464487,0.9822167307,0.9838966633,-0.9879614733,-0.9997478798,-0.9993114967,-0.9996979907,0.0212620023,-0.0220301166,-0.0761149949,-0.0002115488,-0.9607571996,-0.9396695915,0.1507557475,-0.0126502341,-0.8858795243,-0.9464182957,0.1543860891,0.0327990902,-0.6692774546,-0.5285057547,-0.0150426819,0.2706120565,-0.9829018259,-0.1042532388,-0.91797953,-0.9678269817,-0.9842859681,-0.1596549825,0.1555754808,-0.0812580292,-0.9998287035,-0.999843937,-0.9998810143,-0.8222946631,-0.7885304659,-0.9740740739,-0.9896768411,-0.9953812583,-0.9858257204,-0.998826652,-0.9995542965,-0.9995379617,-0.9984538565,-0.9999524715,-0.9996503626,-0.9864773633,-0.9995694107,0.2554649955,0.4903428,-0.6429569517,0.1268275091,0.1954142991,0.2429785058,0.1121977464,-0.1299660811,0.2295283705,-0.0679993599,0.8007785883,-0.0931555026,0.2932379779
57,10,STANDING,-0.9320340655,-0.9569730914,-0.9297872598,-0.1081804644,-0.4619537633,-0.3149847227,-0.9934353586,-0.9947414641,-0.9671724395,-0.9448473936,-0.9794287291,-0.9594977023,-0.9995954255,-0.9993411345,-0.9977238164,-0.9994201273,-0.9991804032,-0.4917274261,-0.9983474395,-0.9959157361,0.034698021,-0.991259485,-0.9754107241,-0.9595796577,-0.9913585598,-0.9757383343,0.9471403314,0.9726191445,-0.9648896773,-0.9983419575,-0.9962169768,-0.999161703,0.1610645055,0.0834630556,-0.2522277918,0.0877587747,-0.951988908,-0.937264538,0.2415132116,0.0031995723,-0.8161810905,-0.926911962,0.1001169353,0.0501325448,-0.1841396965,-0.2737185495,-0.0155418603,0.2766503007,-0.9784034818,-0.1079640839,-0.9195618434,-0.9412714405,-0.9844165032,0.0156588477,0.1457866765,-0.0617755139,-0.9963827125,-0.9987550898,-0.9994388616,-0.67802672,-0.4912023463,-0.8439393934,-0.9812805159,-0.9847211166,-0.9704770066,-0.9949054514,-0.9963694255,-0.998129027,-0.9954512107,-0.9996667743,-0.9976588098,-0.924005913,-0.9987647607,-0.3954407027,0.8748482207,-0.9382950195,0.1826737944,0.3026559545,0.2955868609,0.0398949953,-0.0785511524,0.2284963382,-0.0876820486,0.8005245425,-0.1047538332,0.2166494659
58,10,WALKING,-0.4497752532,-0.3679712182,-0.1564587304,-0.127485016,-0.4475762887,0.0661486166,-0.5052948058,-0.8087551974,-0.1398410992,0.0484867672,-0.5585126502,0.0717956619,-0.9582714515,-0.582914306,-0.5547468431,-0.6561545304,-0.8673683883,-0.4892225042,-0.8484770077,-0.4348064422,0.0549276242,-0.9744351581,-0.9711147198,-0.9578627283,-0.974889537,-0.9716511987,0.0770660408,0.3212986988,-0.1457253222,-0.5372152895,-0.394839507,-0.8721124891,-0.0119238956,0.1266321685,-0.2157062324,-0.1391831417,-0.1274009121,-0.1856023961,0.2319447853,-0.0961482854,-0.3730163425,-0.5000868543,-0.2811279776,0.3358240808,0.1998443031,0.1011156839,-0.0170223512,0.2785740766,-0.1787097344,-0.1090575121,-0.0227431652,-0.3956450721,-0.2473300579,-0.0644984365,-0.0342759014,0.0932161989,-0.7470516313,-0.8460149647,-0.8726372608,0.42639728,-0.6968959209,-0.7408805006,-0.6213854489,-0.7289672608,-0.5219588331,-0.7317183528,-0.7051894085,-0.2624422652,-0.6839055021,-0.9628839847,-0.5958005883,-0.2779137808,-0.8937587887,-0.5116286098,0.8987569285,-0.9584310287,0.2570434282,-0.0478116345,0.1542380769,0.0488762584,-0.0856396276,0.1613476286,-0.0819540784,0.207176087,-0.1227095635,0.0574996824
59,10,WALKING_DOWNSTAIRS,-0.3034695674,-0.321587949,-0.0238468038,0.0153066512,-0.2587700149,-0.4163531586,-0.4703353002,-0.6558698471,0.1456434559,-0.1533558026,-0.3961479297,0.3731146579,-0.91669168,-0.3435414184,-0.2580981591,-0.1502430658,-0.9007172729,-0.7464696868,-0.6831965308,-0.5693021481,0.0418715409,-0.9392676132,-0.9370038237,-0.9020852247,-0.9393340776,-0.9382045742,0.2910515158,0.3030049985,0.0467794665,-0.2452203017,-0.5835321708,-0.7510124795,-0.0697954326,-0.0402815296,-0.2154947945,0.0630922155,0.2508437694,0.1569982054,0.0696560092,-0.1152393288,-0.4075756203,-0.4680402305,-0.4120061362,0.5432034716,0.069559277,0.1612507531,-0.0200050771,0.2904015943,0.2957335476,-0.1108485972,0.0040791536,-0.183557562,0.2381173441,-0.2269826192,0.3711017832,-0.3218403546,-0.790232705,-0.8345064632,-0.9151666345,0.5892874053,-0.7351443084,-0.60350877,-0.4814814721,-0.5355408358,-0.6829643032,-0.5445124482,-0.6779141474,-0.6815409789,-0.5775785946,-0.9400719413,-0.409850489,-0.2143502801,-0.8270028134,-0.6376831537,0.8380526208,-0.9723733784,0.1954421313,-0.0948103924,-0.0733531094,-0.2025154538,0.1183594544,0.0235438078,-0.1067425388,0.0109855634,-0.0643764006,0.1525477767
60,10,WALKING_UPSTARS,-0.2298137808,-0.380300494,0.0438573847,-0.1105194916,-0.4635444697,0.3249388296,-0.4945667296,-0.5493918711,-0.1357535586,-0.2027961291,-0.6628941353,-0.0766956423,-0.9689639951,-0.7390803862,-0.6167808489,-0.641166194,-0.9214105909,-0.2473538374,-0.9006230357,-0.625629297,0.0227527702,-0.9592160723,-0.9370394174,-0.8647458383,-0.960820663,-0.9373431123,0.3597311171,0.5612141685,-0.2653148105,-0.6597798,-0.6523115211,-0.9155793109,0.0569920113,-0.1811885554,-0.2134065875,0.0531980128,-0.0266623295,-0.2115374802,-0.0552718719,-0.0770078417,-0.2426299128,-0.3563614089,-0.0690899769,0.1069418841,0.1667840604,-0.0233612864,-0.014385492,0.2671218534,-0.1615919242,-0.1181804208,-0.0055528769,-0.0738744931,-0.2151191132,0.1241142114,-0.0449987182,0.0533772471,-0.7933973849,-0.8434027653,-0.9381762017,0.4007033743,-0.7638984179,-0.7063829774,-0.7168289406,-0.7299163949,-0.7520484066,-0.6413222591,-0.6916482911,-0.7512267383,-0.6073565532,-0.9551841166,-0.6219906106,-0.2185247169,-0.8799735221,-0.4313154843,0.8172824462,-0.9131630817,0.2184355561,-0.0229116092,0.0041511722,-0.0994981014,0.0217735211,-0.0182110464,-0.0954600216,0.2857224187,-0.1572125392,0.1821184336
61,11,LAYING,-0.9607624826,-0.9418133846,-0.9525237521,-0.285949469,-0.5958752886,-0.3553301432,-0.9983081281,-0.9982177649,-0.9848028926,-0.9734867163,-0.9833029491,-0.9831789379,-0.9999720691,-0.9997387074,-0.999350464,-0.999511916,-0.9991690554,-0.7616843679,-0.9988368946,-0.9985223951,0.11262019,-0.9795656025,-0.9907655796,-0.9841926063,-0.9805564991,-0.9909119605,0.975834133,0.9785138942,-0.9830669156,-0.999422094,-0.9985050428,-0.9993074832,0.0737598949,0.0650469523,0.064166749,-0.0774202689,-0.9806211802,-0.9728918295,0.2518672282,-0.0714420888,-0.8645900011,-0.9375874018,0.1694021776,0.0734475068,-0.4083448021,-0.4624091928,-0.0176598052,0.2805929709,-0.98477733,-0.1087865781,-0.9721968739,-0.9713111768,-0.9867556054,-0.1592066586,0.1772295485,-0.1019381669,-0.9993579511,-0.9993868446,-0.9993530223,-0.7885181844,-0.8098471991,-0.5368421053,-0.9846067049,-0.9930553947,-0.9844398726,-0.9991850609,-0.9985707433,-0.9990864712,-0.9981685546,-0.9998462346,-0.9994723275,-0.9761874712,-0.9986990053,-0.2180180634,-0.8934945895,0.7821384267,0.144432321,0.0927035192,0.2442527407,0.2192806666,-0.1804062179,0.2481590126,-0.0415599898,0.82991506,-0.1022975019,0.2402586877
62,11,SIITING,-0.9646098708,-0.9365059975,-0.9518844721,-0.3391419827,-0.6374871173,-0.3566370445,-0.9861272719,-0.99806113,-0.9804164981,-0.9684214757,-0.9843496068,-0.9776762126,-0.9999051525,-0.9996292877,-0.9994454551,-0.9996301502,-0.9998555085,-0.7208045428,-0.9991250121,-0.9987744196,0.188531696,-0.9880693411,-0.9497925721,-0.9716616108,-0.9885611964,-0.9520465462,0.9673161945,0.9792299066,-0.9793236947,-0.9994982655,-0.9987439706,-0.9995514757,0.0085852822,0.0450364106,0.1439113011,0.2163865887,-0.9619707638,-0.9445818264,0.2028358355,0.1188483059,-0.8844859558,-0.9463795825,0.1259211076,0.0366678513,-0.6099414119,-0.3352426592,-0.0149195617,0.2765901974,-0.9827965621,-0.1128402183,-0.9214021181,-0.9683701819,-0.9855178253,-0.1241692142,0.1094638824,-0.0108222752,-0.9998820715,-0.9998368955,-0.9998936723,-0.7679764492,-0.7200243459,-0.896855346,-0.9856749004,-0.9885237247,-0.983415004,-0.9988837721,-0.9991992498,-0.9988345202,-0.9983255572,-0.9998836385,-0.9995379549,-0.9851068755,-0.9994941021,-0.0572300978,0.6693923123,-0.8339230091,0.119719603,0.1627052332,0.2183812432,0.1142621587,-0.1006562941,0.1431138285,-0.0755284479,0.7881538957,-0.0948423481,0.1852673717
